document_index	document	synthetic_query	__index_level_0__	Context_Relevance_Label	generated_answer	Answer_Faithfulness_Label	Answer_Relevance_Label
1494	Some of the most important debates in the history of scientific method center on: rationalism, especially as advocated by René Descartes; inductivism, which rose to particular prominence with Isaac Newton and his followers; and hypothetico-deductivism, which came to the fore in the early 19th century. In the late 19th and early 20th centuries, a debate over realism vs. antirealism was central to discussions of scientific method as powerful scientific theories extended beyond the realm of the observable, while in the mid-20th century some prominent philosophers argued against any universal rules of science at all.	What is the primary focus of the debates in the history of scientific method?	9650.0	Yes	The primary focus of the debates in the history of scientific method is on the approaches to scientific inquiry, including rationalism, inductivism, hypothetico-deductivism, realism, and antirealism.	Yes	Yes
1856	"In 1875, the northern part of Taiwan was separated from Taiwan Prefecture and incorporated into the new Taipeh Prefecture. Having been established adjoining the flourishing townships of Bangkah and Twatutia, the new prefectural capital was known as ""Chengnei"" (). Administratively, the area was part of Tamsui County (modern-day Tamsui District) and the prefectural capital. In 1879, a prohibition against the planting of rice within the marked city limits was issued, and a portion of the land was designated for official purposes. The remaining portions were offered for sale for building purposes. By the end of 1879, the four city gates were almost complete, an Examination Hall was entirely completed, and the Confucian Temple and the Prefect's Yamen were under construction. All wealthy Chinese were compelled to contribute funds, but a large amount came from successful landowner ""Lim Pan-ban"", of the wealthy Banqiao Lin Family."	What was the purpose of designating a portion of the land in 1879?	1887.0	Yes	Fort Kent, Maine, at the Canada–US border	No	No
2704	The Mughal empire is conventionally said to have been founded in 1526 by Babur, a warrior chieftain from what today is Uzbekistan, who employed aid from the neighboring Safavid- and Ottoman empires, to defeat the Sultan of Delhi, Ibrahim Lodhi, in the First Battle of Panipat, and to sweep down the plains of Upper India. The Mughal imperial structure, however, is sometimes dated to 1600, to the rule of Babur's grandson, Akbar, This imperial structure lasted until 1720, until shortly after the death of the last major emperor, Aurengzeb, during whose reign the empire also achieved its maximum geographical extent. Reduced subsequently, especially during the East India Company rule in India, to the region in and around Old Delhi, the empire was formally dissolved by the British Raj after the Indian Rebellion of 1857.	In what year did the Mughal empire achieve its maximum geographical extent?	2861.0	Yes	Lawrence Roberts	No	No
5883	Both Sonnenfeld and Handler still wanted to see the series fully fleshed out in a visual format, and with the onset of streaming television, believed this was a better method of presenting the series. Sonnenfeld approached Netflix with the idea, stressing that he wanted to make the series far less overproduced compared to the feature film, instead having the entire show able to be shot on stage in a dry and flat manner, and without having to hide any of the darker scenes such as character deaths. Netflix agreed, and in November 2014, publicly announced plans to adapt the book series into a television series in association with Paramount Television. Handler was named the series' executive producer. By September 2015, Netflix announced that Sonnnenfeld's involvement as both director and executive producer, as well as Mark Hudis as showrunner, and Handler writing some of the scripts along with working with the series' writing team. However, in January 2016, Netflix announced that Hudis had left the project, with a replacement showrunner not named at the time.	What was the reason Sonnenfeld wanted to make the series in a visual format?	18838.0	Yes	The answer is: Because of the onset of streaming television, Sonnenfeld believed this was a better method of presenting the series.	Yes	Yes
5547	"The Rashidun"" Caliphs (Rightly Guided Caliphs; '), often simply called, collectively, """"'the ""Rashidun"", is a term used in Sunni Islam to refer to the 30-year reign of the first four caliphs (successors) following the death of the Islamic prophet Muhammad, namely: Abu Bakr, Umar, Uthman ibn Affan, and Ali of the Rashidun Caliphate, the first caliphate. The concept of ""Rightly Guided Caliphs"" originated with the later Abbasid Caliphate based in Baghdad. It is a reference to the Sunni imperative ""Hold firmly to my example (""sunnah"") and that of the Rightly Guided Caliphs"" (Ibn Majah, Abu Dawood)."	"What does the term ""Rashidun"" refer to in Sunni Islam?"	11930.0	Yes	"The term ""Rashidun"" refers to the 30-year reign of the first four caliphs (successors) following the death of the Islamic prophet Muhammad, namely: Abu Bakr, Umar, Uthman ibn Affan, and Ali of the Rashidun Caliphate, the first caliphate."	Yes	Yes
4012	The Mavs' 15-point comeback was the biggest in an NBA Finals game since the 24-point comeback the Celtics made against the Lakers in Game 4 of the 2008 NBA Finals. Dirk Nowitzki hit a 3 with 26.7 seconds left to give the Mavericks a 93–90 lead. However, Mario Chalmers tied it with a 3 of his own with 24.5 seconds left when Jason Terry left him wide open. After Jason Kidd ran the clock down, Nowitzki then made a driving layup with his injured left hand with 3.6 seconds left. The Heat had no timeouts left, and Dwyane Wade's potential game-winning 3 hit the back rim at the buzzer as he fell to the ground in an attempt to draw a foul on Nowitzki. The Mavs win broke the Heat's 9-game home winning streak in the playoffs, costing them a chance to tie the 1996 Bulls' mark of 10 straight. This was the second straight Finals with a 1–1 split after two games, after five straight years with one team leading 2–0 (2005–09).	Where did Joseph M. Scriven's mother live while he was in Canada?		No			
3165	"The show was set in May 1976 in the August 23, 1998 premiere. After 12 episodes, the series transitioned to 1977. The 23rd episode, ""Grandma's Dead"", was also set in 1976, because it was supposed to be the season finale of season 1. The show remained in 1977 for the next two seasons. Near the end of the third season, the series transitioned to 1978 until early in the sixth season. The remaining episodes took place in 1979, and the series finale abruptly ends during a New Year's Eve party as the characters reach ""one"" during a countdown to January 1, 1980."	What was the status of the Word of Wisdom in the early days of the church?		No			
4362	Yarmouth suspension bridge spanned the River Bure at Great Yarmouth, Norfolk from 1829 until its collapse in 1845. The bridge was widened in 1832, which had not been anticipated by the original design. On 2 May 1845 the bridge collapsed under load from a crowd who had gathered to watch a circus stunt on the river. Some 79 people, mainly children, were killed. An investigation found fault with the design and workmanship of the bridge. The site of the disaster is marked by a modern-day memorial.	What was dissolved in early July?		No			
5003	"""Theme from ""Mission: Impossible"""" is the theme tune of the TV series """" (1966–1973). The theme was written and composed by Argentine composer Lalo Schifrin and has since gone on to appear in several other works of the ""Mission: Impossible"" franchise, including the , the and the video game series."	"What was the name of the composer who wrote and composed the ""Theme from Mission: Impossible""?"	5762.0	Yes	Lalo Schifrin	Yes	Yes
5443	Accounts receivable are legally enforceable claims for payment held by a business for goods supplied and/or services rendered that customers/clients have ordered but not paid for. These are generally in the form of invoices raised by a business and delivered to the customer for payment within an agreed time frame. Accounts receivable is shown in a balance sheet as an asset. It is one of a series of accounting transactions dealing with the billing of a customer for goods and services that the customer has ordered. These may be distinguished from notes receivable, which are debts created through formal legal instruments called promissory notes.	In what financial statement is accounts receivable typically recorded?	23050.0	Yes	The answer is: two digits-three letters-one digit (codice_7).	No	No
5260	The Mughal empire is conventionally said to have been founded in 1526 by Babur, a warrior chieftain from what today is Uzbekistan, who employed aid from the neighboring Safavid- and Ottoman empires, to defeat the Sultan of Delhi, Ibrahim Lodhi, in the First Battle of Panipat, and to sweep down the plains of Upper India. The Mughal imperial structure, however, is sometimes dated to 1600, to the rule of Babur's grandson, Akbar, This imperial structure lasted until 1720, until shortly after the death of the last major emperor, Aurengzeb, during whose reign the empire also achieved its maximum geographical extent. Reduced subsequently, especially during the East India Company rule in India, to the region in and around Old Delhi, the empire was formally dissolved by the British Raj after the Indian Rebellion of 1857.	When did The Predators release their debut EP Pick Up the Pace?		No			
2067	"Claire Rhiannon Holt (born 11 June 1988) is an Australian actress, known for her roles as Rebekah Mikaelson in the television series ""The Vampire Diaries"" and its spinoff series ""The Originals"", Samara Cook in ""Pretty Little Liars"", Emma in """", and Kate in the survival horror film ""47 Meters Down""."	"What role did Claire Holt play in ""The Vampire Diaries""?"	20815.0	Yes	The Southern Hemisphere.	No	No
3370	Federer and Rafael Nadal were in contention for the ATP no. 1 singles ranking at the start of the tournament. Nadal ensured he would retain the top ranking by reaching the fourth round. It was the first time since the 2011 Australian Open that Federer and Nadal were the top 2 seeds at a grand slam.	What tournament is being referred to in this passage?	2043.0	Yes	The answer is not specified in the passage, but based on the context, it appears to be a Grand Slam tennis tournament.	Yes	Yes
5976	"""Mercy Mercy Me (The Ecology)"" was the second single from Marvin Gaye's 1971 album, ""What's Going On"". Following the breakthrough of the title track's success, the song, written solely by Gaye, became regarded as one of popular music's most poignant anthems of sorrow regarding the environment. Led by Gaye playing piano, strings conducted by Paul Riser and David Van De Pitte, multi-tracking vocals from Gaye and The Andantes, multiple background instruments provided by The Funk Brothers and a leading sax solo by Wild Bill Moore, the song rose to number 4 on ""Billboard""'s Pop Singles chart and number one for two weeks on the R&B Singles charts on August 14 through to August 27, 1971. The distinctive percussive sound heard on the track was a wood block struck by a rubber mallet, drenched in studio reverb. The song also brought Gaye one of his rare appearances on the Adult Contemporary chart, where it peaked at number 34. In Canada, ""Mercy Mercy Me"" spent two weeks at number 9."	"What is the name of the instrument used to create the distinctive percussive sound in ""Mercy Mercy Me (The Ecology)""?"	20719.0	Yes	A wood block.	Yes	Yes
4185	India's Next Superstars (INS) is an Indian talent search reality television show, which aired on Star Plus and streamed on Hotstar. Karan Johar and Rohit Shetty were the judges of the show. Aman Gandotra and Natasha Bharadwaj were declared as winners. Runners Up were Naina Singh, Ashish Mehrotra, Harshvardhan Deo and Shruti Sharma.	Who broke Ryan Giggs' record of most appearances in Premier League?		No			
2117	"This lack of close combat armament was later addressed with the addition of a ""nahverteidigungswaffe"" (short-range defensive ordnance) mounted in the turret roof, a MG 34 machine gun with 1,000 rounds mounted coaxially with the main weapons in the turret, and three pistol ports for submachine guns in the sides and rear of the turret. Future planned modifications included provisions for a MG 151/20 cannon for anti-aircraft defense mounted in the turret roof."	How many pistol ports were there in the turret?	22107.0	Yes	There were 3 pistol ports in the turret.	Yes	Yes
5165	"Mickey, Minnie, Pluto, Goofy, Daisy, and Donald interact with the viewer to stimulate problem solving during each episode's story. Disney says that each episode has the characters help children ""solve a specific age-appropriate problem utilizing basic math skills, such as identifying shapes and counting through ten"". The series uses ""Disney Junior's 'whole child' curriculum of cognitive, social and creative learning opportunities""."	What was the benefit of Clarke's non-involvement in the party's election campaign?		No			
1795	"The fifth series of the British children's television series ""The Dumping Ground"" began broadcasting on 20 January 2017 on CBBC and ended on 15 December 2017. The series follows the lives of the children living in the fictional children's care home of Ashdene Ridge, nicknamed by them ""The Dumping Ground"". It consists of twenty-two, thirty-minute episodes, airing in two halves in January–March and October–December 2017. It is the thirteenth series in The Story of Tracy Beaker franchise."	"How many episodes are in the fifth series of ""The Dumping Ground""?"	3295.0	Yes	22	Yes	Yes
881	"Harley Davidson and the Marlboro Man is a 1991 action biker film starring Mickey Rourke and Don Johnson, with a supporting cast including Chelsea Field, Daniel Baldwin, Giancarlo Esposito, Tom Sizemore, and Vanessa Williams. It is directed by Simon Wincer from a screenplay by Don Michael Paul. The film provides a notable example of the ""biker"" stereotype. Four characters in the film are named after different brands and manufacturers; Rourke's character is named after the motorcycle manufacturer Harley-Davidson, Field's character is named after the cigarette brand Virginia Slims, Big John Studd's character is named after the whiskey brand Jack Daniel's and Eloy Casados's character is named after the tequilla brand Jose Cuervo. Johnson's character is the Marlboro Man, who appeared in commercials advertising Marlboro cigarettes from 1954 to 1999."	What is the colour of the wheel in the centre of the Indian national flag?		No			
917	"""What I Like About You"" is a song by American rock band the Romantics. Written by Romantics members Wally Palmar, Mike Skill and Jimmy Marinos in 1979, the song is included on the band's self-titled debut album (1980), and was also released as a single. Marinos, the band's drummer, is the lead vocalist on the song. The band filmed a music video for the song that appeared frequently on MTV during the early 1980s."	"Who is the lead vocalist on the song ""What I Like About You""?"	11040.0	Yes	Jimmy Marinos	Yes	Yes
3816	The Democratic-Republican Party had won six consecutive presidential elections and was the only national political party. The Congressional caucus nominated Treasury Secretary William H. Crawford for president. Senator Andrew Jackson, House Speaker Henry Clay, and Secretary of State Adams all joined Crawford in seeking the presidency, highlighting factionalism within the party and an end to the Era of Good Feelings. A fifth candidate, John C. Calhoun, withdrew, instead choosing to run for vice president.	How many candidates ran for president in the election?	2328.0	Yes	4	Yes	Yes
4669	"The Lord of the Rings is a film series of three epic fantasy adventure films directed by Peter Jackson, based on the eponymous novel written by J. R. R. Tolkien. The films are subtitled """" (2001), """" (2002) and """" (2003). They are a New Zealand-American venture, produced and distributed by New Line Cinema with the co-production of WingNut Films. The films feature an ensemble cast including Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Christopher Lee, Billy Boyd, Dominic Monaghan, Orlando Bloom, Hugo Weaving, Andy Serkis and Sean Bean."	What is the name of the actor who plays Fred Krueger in the film?		No			
2344	Being attentive and focused for people with Tourette's syndrome is a difficult process. People affected by this disorder tend to be easily distracted and act very impulsively. That is why it is very important to have a quiet setting with few distractions for the ultimate learning environment. Focusing is particularly difficult for those who are affected by Tourette's syndrome comorbid with other disorders such as ADHD or obsessive-compulsive disorder, it makes focusing very difficult. Also, these individuals can be found to repeat words or phrases consistently either immediately after they are learned or after a delayed period of time.	Why is a quiet setting with few distractions necessary for people with Tourette's syndrome?	22075.0	Yes	Answer: Because people with Tourette's syndrome tend to be easily distracted and act very impulsively, making it difficult for them to focus.	Yes	Yes
4552	"The Republic of Tecala, where most of ""Proof of Life"" is set, is a fictional South American country. Tecala has long been the scene of an internal conflict between its government forces and the Liberation Army of Tecala (ELT). The ELT was originally a Marxist guerrilla group supported by the Soviet Union, but after the Soviet Union's dissolution in 1991, the ELT's primary source of funding fell through, and they began kidnapping people for ransom to fund their operations. A map seen in the film is that of Ecuador. The country's capital Quito was chosen along with the eastern jungle and the nearby city of Baños de Agua Santa in the Ecuadorian Andes."	What is the Vikram Samvat calendar also known as?		No			
4520	"The show has run on BBC One since 15 May 2004, primarily on Saturday evenings with a following Sunday night results show (with certain exceptions) and with its high viewing figures ""Strictly Come Dancing"" has become a significant programme in British popular culture. The sixteenth series ended on 15 December 2018. Eleven stand-alone Christmas specials and nine charity specials have also been produced. Since the fourth series, the show has aired in high definition."	"On what date did the show ""Strictly Come Dancing"" first run on BBC One?"	4435.0	Yes	The difference in responsibility between a Master Sergeant and a First Sergeant in the Marines is that Master Sergeants provide technical leadership as occupational specialists in their specific MOS, while First Sergeants serve as the senior enlisted Marine in a unit, charged to assist the commanding officer in matters of discipline, administration, and the morale and welfare of the unit.	No	No
339	The 3rd Line regiment was formed in 1915 and in the summer it was affiliated to a Reserve Cavalry Regiment in Eastern Command. In the summer of 1916 it was affiliated to the 6th Reserve Cavalry Regiment in Dublin. Early in 1917 it was absorbed into the 1st Reserve Cavalry Regiment at The Curragh.	Where was the 6th Reserve Cavalry Regiment located?	13128.0	Yes	Dublin	Yes	Yes
5709	Dobbs entered the 2015 season as Tennessee's starting quarterback. He started and appeared in all 12 regular season games and the bowl game. To open Tennessee's season on September 5, Dobbs recorded 205 passing yards, two passing touchdowns, 89 rushing yards, and one rushing touchdown against the Bowling Green Falcons in a 59–30 win at Nissan Stadium in Nashville, Tennessee. In a 2OT 31–24 loss to the #19 Oklahoma Sooners in the Tennessee 2015 home opener, Dobbs had 125 passing yards, one passing touchdown, 12 rushing yards, and one rushing touchdown. In a 28–27 loss to SEC East rival Florida at Ben Hill Griffin Stadium, Dobbs had a season-high 136 rushing yards and had a 58-yard receiving touchdown thrown by teammate wide receiver Jauan Jennings on a trick play. Dobbs's touchdown reception against Florida was the first reception by a Tennessee quarterback since Peyton Manning caught a 10-yard pass from running back Jamal Lewis in 1997 against Arkansas. Against the rival #19 Georgia Bulldogs, Dobbs had a season-high 312 yards passing and three touchdowns to go along with 118 rushing yards and two touchdowns. His efforts in the game lead Tennessee to their first win over the Bulldogs since 2009. Against the # 8 Alabama Crimson Tide in their annual rivalry game, Dobbs had 171 yards passing and one passing touchdown in the narrow 19–14 loss at Bryant–Denny Stadium. Against rival South Carolina, Dobbs passed for 255 yards and two touchdowns in the 27–24 home victory. Dobbs lead Tennessee to a 9–4 record, which was the most for the Tennessee program since 2007. The 2015 season was culminated with a 45–6 victory over the #12 Northwestern Wildcats in the 2016 Outback Bowl. In the bowl game, Dobbs had two rushing touchdowns.	What was the main difference between the ownership structure of the EIC and the VOC?		No			
4988	"""Rock You Like a Hurricane"" is a song by German rock band Scorpions, considered as their signature song. The song was released as the lead single from their ninth studio album, ""Love at First Sting"" (1984). It was written by Klaus Meine, Herman Rarebell, Rudolf Schenker and arranged/produced by Dieter Dierks. The lyrics of ""Rock You Like a Hurricane"" also reference the title of the album on which it originally appeared – ""Love at First Sting""."	"What is the name of the producer who arranged ""Rock You Like a Hurricane""?"	10711.0	Yes	Dieter Dierks	Yes	Yes
2957	In Bolivia, Ford F-series truck are imported from the United States. F-150 single, super cab and crew cab are available with short and long bed. F-series Heavy Duty like F-250, F-350 are available in Super Cab and Crew cab with long bed, but the F-450 is available only in a chassis version. The F-150 Raptor is available, too.	What models of F-series Heavy Duty trucks are available in Super Cab and Crew cab with long bed?	19793.0	Yes	F-250 and F-350	Yes	Yes
5623	Other than the few bulls needed for breeding, the vast majority of male cattle are castrated and slaughtered for meat before the age of three years, except where they are needed (castrated) as work oxen for haulage. Most of these beef animals are castrated as calves to reduce aggressive behavior and prevent unwanted mating, although some are reared as uncastrated bull beef. A bull is typically ready for slaughter one or two months sooner than a castrated male or a female, and produces proportionately more and leaner muscle.	What is the primary reason for castrating male cattle as calves?	9504.0	Yes	"The inspiration behind the song ""I Don't Like Mondays"" was the 1979 Cleveland Elementary School shooting in San Diego."	No	No
4291	"The law was introduced to the New Zealand Parliament as a private members bill by Green Party Member of Parliament Sue Bradford in 2005, after being drawn from the ballot. It drew intense debate, both in Parliament and from the public. The bill was colloquially referred to by several of its opponents and newspapers as the ""anti-smacking bill"". The bill was passed on its third reading on 16 May 2007 by 113 votes to eight. The Governor-General of New Zealand granted the bill Royal Assent on 21 May 2007, and the law came into effect on 21 June 2007."	What is the typical time frame when human body temperature is at its lowest?		No			
5453	The Cannes Festival (; ), until 2002 called the International Film Festival (') and known in English as the Cannes Film Festival, is an annual film festival held in Cannes, France, which previews new films of all genres, including documentaries from all around the world. Founded in 1946, the invitation-only festival is held annually (usually in May) at the Palais des Festivals et des Congrès.	What is the usual month when the Cannes Film Festival is held?	18995.0	Yes	"The answer is ""Margent""."	No	No
3052	"Part II (s.10-21) deals with the marriageable age and the marriage of minors. In the original 1961 Act, marriageable age was set at 16 for females and 18 for males. However, under section 12 of the original 1961 Act a female 14 or 15 years or a male 16 or 17 years could apply to the court for permission to marry. The marriageable age was equalised in 1991 by the ""Sex Discrimination Amendment Act 1991"", which raised the marriageable age of females to 18."	What is the highest court mentioned in the document that has declared itself as having the power to rule a treaty as void?		No			
5446	The Battles of Saratoga (September 19 and October 7, 1777) marked the climax of the Saratoga campaign, giving a decisive victory to the Americans over the British in the American Revolutionary War. British General John Burgoyne led a large invasion army southward from Canada in the Champlain Valley, hoping to meet a similar British force marching northward from New York City and another British force marching eastward from Lake Ontario; the southern and western forces never arrived, and Burgoyne was surrounded by American forces in upstate New York. He fought two small battles to break out which took place 18 days apart on the same ground, south of Saratoga, New York. They both failed.	What was the outcome of the two small battles fought by British General John Burgoyne?	7344.0	Yes	22	No	No
2204	"""Bennie and the Jets"" (also titled as ""Benny & the Jets"") is a song composed by Elton John and Bernie Taupin. The song first appeared on the ""Goodbye Yellow Brick Road"" album in 1973. ""Bennie and the Jets"" has been one of John's most popular songs and was performed during his appearance at Live Aid. The track is spelled ""Benny"" on the sleeve of the single and in the track listing of the album, but ""Bennie"" on the album vinyl disc label."	"How was the song ""Bennie and the Jets"" spelled on the sleeve of the single and in the track listing of the album?"	7455.0	Yes	$10 million	No	No
524	"On 5 June 2013, it was confirmed that ""Wentworth"" had been renewed for a second season. A reporter for the Australian Associated Press said production would begin later in the year, and the season would air in 2014. Porter stated: ""We have assembled an extraordinary team of writers who can't wait to get started on series two. We have so many more stories to tell."" In January 2014, it was announced that a third season of ""Wentworth"" had been ordered, before the second had aired. In a similar manner, a 12-episode fourth season was announced before the airing of the third season on 27 February 2015. It began airing from 10 May 2016. Cormack confirmed a fifth season had been commissioned on 19 July. The twelve-part series premiered on 4 April 2017. On 9 May 2017, Showcase announced that the series has been renewed for a sixth season, which premiered on 19 June 2018. A seventh season was commissioned in April 2018, before the sixth-season premiere, with filming commencing the following week and a premiere set for 28 May 2019. On 5 December 2018, it was confirmed that a further 20 episodes had been commissioned, with production beginning in September 2019, and the episodes set to be broadcast through 2020 and 2021."	"When was the production of the second season of ""Wentworth"" scheduled to begin?"	23019.0	Yes	Later in 2013.	Yes	Yes
4993	In Australia, power to enter into treaties is an executive power within Section 51 of the Australian Constitution so the Australian Government may enter into a binding treaty without seeking parliamentary approval. However, implementation of treaties requires legislation by the Australian parliament, following Section 51(xxix) of the Australian Constitution, signed by the Governor-General of Australia.	What is the requirement for the implementation of treaties in Australia?	15535.0	Yes	The answer is 1976.	No	No
1888	U.S. Route 1 or U.S. Highway 1 (US 1) is a major north–south U.S. Highway that serves the East Coast of the United States. It runs , from Key West, Florida north to Fort Kent, Maine, at the Canada–US border, making it the longest north–south road in the United States. US 1 is generally paralleled by Interstate 95 (I-95), though the former is significantly farther west (inland) between Jacksonville, Florida, and Petersburg, Virginia. The highway connects most of the major cities of the East Coast—including Miami, Jacksonville, Richmond, Washington, D.C., Baltimore, Philadelphia, New York City, Boston and Portland, passing from the Southeastern United States to New England.	What is the northern terminus of US Route 1?	13287.0	Yes	"""V.N. Shukla's Constitution of India"""	No	No
4181	"The events in the poem take place over most of the sixth century, after the Anglo-Saxons had started migrating to England and before the beginning of the seventh century, a time when the Anglo-Saxons were either newly arrived or were still in close contact with their Germanic kinsmen in Northern Germany and southern Scandinavia. The stories in the poem may have been brought to England by people of Geatish origins. Some suggest that ""Beowulf"" was first composed in the 7th century at Rendlesham in East Anglia, as the Sutton Hoo ship-burial shows close connections with Scandinavia, and the East Anglian royal dynasty, the Wuffingas, may have been descendants of the Geatish Wulfings. Others have associated this poem with the court of King Alfred the Great or with the court of King Cnut the Great."	"Where may the ""Beowulf"" poem have been first composed?"	5107.0	Yes	Rendlesham in East Anglia	Yes	Yes
208	"Sheev Palpatine (also known by his Sith identity Darth Sidious and publicly as Senator Palpatine, then Supreme Chancellor Palpatine, and later Galactic Emperor Palpatine) is a fictional character and the main antagonist of the ""Star Wars"" franchise, mainly portrayed by Ian McDiarmid. In the original trilogy, he is depicted as Emperor of the Galactic Empire and the Sith master of Darth Vader. In the prequel trilogy, he is portrayed as a charismatic Senator from Naboo who uses Machiavellian deception and political manipulation to rise to the position of Supreme Chancellor of the Galactic Republic before transforming the Republic into the Empire."	What title does Palpatine hold in the Galactic Empire?	17331.0	Yes	1997	No	No
4384	"Karl Lashley, a psychologist who studied under John B. Watson, focused mainly on studying learning and discrimination. He published ""Brain mechanisms and intelligence"" in 1929. Lashey's research on Two-alternative forced choice gave a foundation of study to psychologists like Kenneth Spence. Kenneth Spence expanded on the knowledge we had on two-choice discrimination learning. He made two major publications on the subject, The Nature of Discrimination Learning in Animals in 1936 and Continuous Versus Non-continuous Interpretations of Discrimination Learning in 1940. Spence's research discussed the theory that applying excitation and inhibition to a stimulus and having the likelihood of responding to that stimulus be the result of the net excitation strength (excitation minus inhibition)."	What university did Kristin Booth Glen serve as dean?	6470.0	Yes	The answer is City University of New York Law School.	Yes	Yes
5418	Forrest Gump is a 1994 American comedy-drama film directed by Robert Zemeckis and written by Eric Roth. It is based on the 1986 novel by Winston Groom, and stars Tom Hanks, Robin Wright, Gary Sinise, Mykelti Williamson, and Sally Field. The story depicts several decades in the life of Forrest Gump (Hanks), a slow-witted but kind-hearted man from Alabama who witnesses and unwittingly influences several defining historical events in the 20th century in the United States. The film differs substantially from the novel.	What is the occupation of the character Forrest Gump's mother, played by Sally Field?	1495.0	Yes	The answer is not specified in the document. The document only mentions that Sally Field plays the role of Forrest Gump's mother, but it does not provide information about her occupation.	Yes	Yes
816	"On Opening Day, April 9, 1965, a sold-out crowd of 47,879 watched an exhibition game between the Houston Astros and the New York Yankees. President Lyndon B. Johnson and his wife Lady Bird were in attendance, as well as Texas Governor John Connally and Houston Mayor Louie Welch. Governor Connally tossed out the first ball for the first game ever played indoors. Dick ""Turk"" Farrell of the Astros threw the first pitch. Mickey Mantle had both the first hit (a single) and the first home run in the Astrodome. The Astros beat the Yankees that night, 2-1."	"How many stars did Peter Travers give to the film ""Safe Haven""?"		No			
5000	The National Football League Draft, also called the NFL Draft or the Player Selection Meeting, is an annual event which serves as the league's most common source of player recruitment. Each team is given a position in the drafting order in reverse order relative to its record in the previous year, which means that the last place team is positioned first. From this position, the team can either select a player or trade their position to another team for other draft positions, a player or players, or any combination thereof. The round is complete when each team has either selected a player or traded its position in the draft.	What determines the order of the teams in the NFL Draft?	9864.0	Yes	The answer is: The previous year's record of each team, with the last place team positioned first.	Yes	Yes
3497	For Whom the Bell Tolls is a novel by Ernest Hemingway published in 1940. It tells the story of Robert Jordan, a young American volunteer attached to a Republican guerrilla unit during the Spanish Civil War. As a dynamiter, he is assigned to blow up a bridge during an attack on the city of Segovia.	Where are rear-view mirrors typically mounted on fighter aircraft?		No			
1166	The Bhimbetka caves show evidence of paleolithic settlements in present-day Madhya Pradesh. Stone age tools have also been discovered at various places along the Narmada river valley. Chalcolithic sites have been discovered at a number of places including Eran, Kayatha, Maheshwar, Nagda, and Navdatoli. Rock shelters with cave paintings, the earliest of which can be dated to 30,000 BCE, have also been discovered at a number of places. The settlements of humans in present-day Madhya Pradesh developed primarily in the valleys of rivers such as Narmada, Chambal, and Betwa. During the early Vedic period, the Vindhya mountains formed the southern boundary of the Indo-Aryan territory.	Where does Kevin stay after accidentally boarding the wrong plane and ending up in New York City?		No			
5440	"The ""Theme from ""The Dukes of Hazzard"" (Good Ol' Boys)"" is a song written and recorded by American country music singer Waylon Jennings. It was released in August 1980 as the second single from the album ""Music Man"". Recognizable to fans as the theme to the CBS comedy adventure television series ""The Dukes of Hazzard"", the song became a #1 hit on the ""Billboard"" Hot Country Singles chart in 1980."	"What television series is the song ""Good Ol' Boys"" the theme to?"	18601.0	Yes	Answer: Because people with Tourette's syndrome tend to be easily distracted and act very impulsively, making it difficult for them to focus.	No	No
5655	Chung was born into Chinese Guyanese family at Windsor Forest, West Coast Demerara in British Guiana; he was the youngest of Joseph and Lucy Chung's eight children. He was educated at Windsor Forest, Blankenburg, and Modern High School. In 1954, Chung married another native of Windsor Forest, Doreen Pamela Ng-See-Quan, with whom he had one daughter and one son.	In which state is the city Elkader located?		No			
2972	One winning family has two generations of nominated siblings: Sofia Coppola has won for writing and been nominated for best picture and best director, and her brother Roman Coppola has been nominated for writing. Their father Francis Ford Coppola, who has multiple wins, and his sister (their aunt) Talia Shire have also both been nominated.	What is the relationship between Sofia and Roman Coppola?	9015.0	Yes	F-250 and F-350	No	No
2814	The Spanish conquest of Yucatán was a much longer campaign, from 1551 to 1697, against the Maya peoples in the Yucatán Peninsula of present-day Mexico and northern Central America. Hernán Cortés' landing ashore at present day Veracruz and founding the Spanish city there on April 22, 1519 marked the beginning of 300 years of Spanish hegemony over the region. The assertion of royal control over the Kingdom of New Spain and the initial Spanish conquerors took over a decade, with importance of the region meriting the creation of the Viceroyalty of New Spain. Established by Charles V in 1535, the first viceroy was Don Antonio de Mendoza.	When was the Viceroyalty of New Spain established and by whom?	22039.0	Yes	The empty tomb of Jesus, from which Jesus resurrected.	No	No
873	At about 8:20 p.m. on 25 September 2007, a hydrothermal eruption occurred without warning. One man, a 22-year-old primary school teacher, had a leg crushed by a rock during the eruption and a rescue operation was mounted to rescue him from the Dome Shelter near the crater. The rock crashed into the Dome Shelter, landed on the man and was too heavy for his companion to lift off.	What was the injured man's occupation?	8591.0	Yes	A wood block struck by a rubber mallet.	No	No
5158	"The third season focuses on Blair, Dan and Vanessa getting into New York University along with movie star Olivia Burke (Hilary Duff), whom Dan starts dating; Nate getting into Columbia University; Serena taking a year off from school; Jenny becoming Queen Bee at Constance; and Chuck running Bass Industries, along with now adoptive mother Lily van der Woodsen. The first couple of episodes feature part of the summer vacation, respectively the week before the start of University classes and school. The role of ""Gossip Girl"" is slightly decreased throughout the season."	"What is the name of the director who directed the first two ""Cars"" films?"		No			
